subgraph, indices
MUSRIC-subgraph-1, 2 9 4 5 10 11 12 3 6 7 13 21 23 8 14 15 19 22 25 26 24 17 16 20 27 35 18 28 29 33 36 30 31 34 32 
JOVMOY-subgraph-0, 1 35 36 2 6 4 20 3 9 7 8 5 21 22 23 10 18 24 32 11 12 19 16 25 26 33 30 13 14 17 27 28 31 15 29 
RIZZUW-subgraph-1, 2 4 5 7 3 29 6 8 31 32 14 30 9 13 38 39 15 33 10 12 37 20 16 34 11 36 19 44 17 40 35 18 43 41 42 
WEYVUT-subgraph-3, 5 43 38 39 44 45 46 6 41 40 47 55 57 42 49 48 53 56 58 59 60 50 51 54 61 69 52 62 63 67 70 65 64 68 66 
YAMMEG-subgraph-0, 0 1 6 2 36 33 4 3 18 37 38 34 35 7 5 19 27 8 16 20 21 25 28 9 10 17 14 22 23 26 11 12 15 24 13 
VUHWON-subgraph-0, 0 65 50 52 28 2 51 53 54 64 13 3 60 16 43 14 15 61 48 17 55 18 70 9 49 56 19 22 71 24 10 57 23 25 58 
VUHWON-subgraph-2, 5 41 44 6 42 67 45 62 38 46 63 26 39 40 47 66 68 59 69 31 33 32 34 27 35 11 29 12 7 36 30 20 8 37 21 
JIKBEN-subgraph-1, 2 9 4 5 10 11 12 3 6 7 13 21 23 8 14 15 19 22 25 26 24 17 16 20 27 35 18 28 29 33 36 30 31 34 32 
JIKBEN-subgraph-3, 38 41 45 40 42 43 46 47 48 39 44 49 57 59 50 51 58 55 60 61 62 52 53 56 63 71 54 65 64 69 72 66 67 70 68 
EHOPEX-subgraph-0, 0 68 69 1 52 3 5 2 53 54 55 4 10 6 7 56 64 8 11 57 58 65 62 9 17 12 13 59 60 63 18 15 14 61 16 
UKUMIX-subgraph-3, 4 11 6 7 12 13 14 5 9 8 15 23 25 10 17 16 21 24 26 27 28 18 19 22 29 37 20 30 31 35 38 33 32 36 34 
GESKUO-subgraph-2, 3 25 29 24 26 27 30 31 32 6 28 33 41 43 34 35 42 39 44 45 46 36 37 40 47 56 38 49 48 57 53 50 51 54 52 
NASRIK-subgraph-2, 3 17 21 16 18 19 22 23 24 4 20 25 33 35 26 27 34 31 36 37 38 28 29 32 39 47 30 41 40 45 48 42 43 46 44 
YAMMUW-subgraph-0, 1 10 5 6 11 12 13 2 7 8 14 22 24 9 15 16 20 23 25 26 27 17 18 21 28 36 19 29 30 34 37 31 32 35 33 
YAMMUW-subgraph-1, 3 41 57 38 42 39 58 59 60 4 40 61 69 43 62 63 67 70 44 45 46 65 64 68 47 55 66 49 48 53 56 50 51 54 52 
OZEKAG-subgraph-1, 2 4 3 12 5 6 10 13 7 8 11 14 15 16 9 17 18 34 19 35 31 36 33 30 32 20 28 21 22 26 29 23 24 27 25 
UVEMEP-subgraph-2, 3 4 20 44 5 9 7 46 45 62 6 10 11 12 8 63 71 13 23 65 64 69 72 14 16 21 24 66 67 70 17 18 22 68 19 
UVEMEP-subgraph-3, 15 25 26 48 47 27 28 49 50 51 30 29 52 60 33 31 32 53 54 58 61 34 42 55 56 59 35 36 43 40 57 37 38 41 39 
WIWYOS-subgraph-1, 2 3 8 4 23 9 6 5 25 26 24 10 11 12 7 27 35 13 21 28 29 33 36 14 15 19 22 30 31 34 17 16 20 32 18 
FOZLIR-subgraph-0, 1 58 59 4 6 2 20 5 9 7 8 3 21 22 23 10 18 30 24 11 12 19 16 60 31 25 26 13 14 17 28 61 27 15 29 
GOSJOP-subgraph-1, 5 6 7 10 12 26 8 11 13 14 15 27 28 29 9 16 24 30 38 17 18 25 22 31 32 36 39 19 20 23 33 34 37 21 35 
YAMMAC-subgraph-1, 2 19 4 5 20 21 3 6 7 8 22 23 9 17 25 26 24 10 11 18 15 27 35 12 13 16 28 29 33 36 14 30 31 34 32 
SULSUP-subgraph-3, 4 58 5 6 59 60 61 25 7 8 62 70 10 9 63 64 68 71 11 12 13 65 66 69 14 22 67 15 16 20 23 17 18 21 19 
MOWDIM-subgraph-1, 2 12 7 8 13 14 15 3 9 10 16 24 26 11 17 18 25 22 27 28 29 19 20 23 30 38 21 31 32 36 39 33 34 37 35 
SASWIV-subgraph-1, 2 9 4 5 10 11 12 3 6 7 13 21 23 8 14 15 19 22 25 26 24 17 16 20 27 35 18 28 29 33 36 30 31 34 32 
MEPGOE-subgraph-1, 2 3 8 9 4 6 23 10 11 12 5 7 25 26 24 13 21 27 35 14 15 19 22 28 29 33 36 17 16 20 30 31 34 18 32 
NOTBEG-subgraph-0, 0 1 2 10 3 4 8 11 5 6 9 34 12 13 7 14 15 33 16 17 19 18 20 21 22 23 31 24 25 32 29 26 27 30 28 
NOTBEG-subgraph-3, 38 40 39 48 41 42 49 46 43 44 50 51 72 47 45 52 53 71 54 55 57 56 58 59 60 61 69 62 63 67 70 65 64 68 66 
NAJSUQ-subgraph-0, 1 17 28 39 15 8 29 37 40 48 13 16 9 3 30 31 35 38 41 42 49 46 11 14 10 18 72 33 32 36 43 44 47 12 19 27 34 45 20 21 25 2 22 23 26 50 61 24 51 59 62 70 52 53 57 60 63 64 68 71 54 55 58 65 66 69 56 67 
XOWQUV-subgraph-0, 1 28 2 27 29 26 49 50 51 25 30 24 47 48 3 4 45 46 31 52 53 54 
RACMAM-subgraph-0, 1 39 2 31 40 32 41 42 43 33 44 34 35 36 3 4 37 38 45 46 47 48 
RACLUF-subgraph-0, 1 38 2 30 39 31 41 42 40 43 32 3 4 33 34 35 44 36 37 45 46 47 
YOMXOP-subgraph-0, 1 2 3 4 5 15 6 7 8 17 12 16 9 10 11 13 14 18 37 38 19 20 21 22 25 23 24 
WEBGUF-subgraph-3, 49 22 23 24 50 51 52 25 
DIGKOT-subgraph-2, 37 19 20 21 18 38 39 40 
LAVLAV-subgraph-2, 9 21 19 20 44 45 46 47 
SSCEBC-subgraph-3, 55 26 27 29 28 57 58 56 
ROFQIM-subgraph-3, 11 27 25 26 47 49 50 48 
HOWKIN-subgraph-2, 17 41 18 20 19 42 43 44 
COCDAZ-subgraph-3, 18 50 19 20 21 51 52 53 
LABWUG-subgraph-3, 49 22 23 24 50 51 52 25 
WODDUO-subgraph-3, 37 43 38 39 13 41 42 40 
PASLOK-subgraph-2, 43 17 18 16 19 44 45 46 
BEJFIH-subgraph-1, 2 10 5 6 11 12 3 9 7 8 13 14 15 24 16 25 4 17 18 20 19 21 22 23 
LUZGAP-subgraph-0, 1 10 11 2 8 12 20 16 9 5 13 14 15 21 22 23 17 18 19 4 6 7 3 35 24 44 36 25 33 42 45 37 38 26 27 34 31 43 40 39 28 29 32 41 30 
UTIYAY-subgraph-0, 1 2 3 31 4 32 5 33 6 34 35 9 7 10 8 
UTIYAY-subgraph-1, 11 12 36 13 15 37 14 16 38 39 19 17 40 20 18 
UTIYAY-subgraph-2, 41 25 21 26 42 22 23 44 45 43 24 29 27 30 28 
WILMOU-subgraph-0, 1 2 13 18 3 12 19 24 9 5 25 21 16 22 17 
GOMMUR-subgraph-1, 2 21 37 26 4 35 38 5 6 36 47 41 7 48 42 
EFUSON-subgraph-0, 1 17 13 2 18 14 31 3 4 32 15 35 16 33 34 
EFUSON-subgraph-1, 5 19 23 20 36 6 24 37 7 8 21 22 40 38 39 
EFUSON-subgraph-2, 9 25 29 41 26 10 30 42 45 11 12 27 28 43 44 
EFUSED-subgraph-1, 3 21 23 4 22 41 24 45 5 6 42 25 26 43 44 
KEBYEX-subgraph-0, 1 2 3 31 4 32 9 33 10 34 35 5 7 6 8 
NIHRIH-subgraph-1, 5 19 23 20 38 6 24 39 32 7 8 21 22 40 41 
UQENUC-subgraph-1, 2 3 4 5 7 9 6 13 10 11 14 15 17 20 18 19 12 28 21 32 26 16 29 30 31 33 41 27 24 22 34 35 42 39 25 23 36 37 40 38 
UQEQAL-subgraph-2, 3 4 5 9 11 6 7 10 25 12 13 8 26 14 27 28 32 17 15 16 29 30 31 33 41 18 19 34 35 42 39 23 20 21 36 37 40 24 22 38 
CAFYAN-subgraph-0, 0 24 1 2 3 25 26 27 4 5 6 16 7 17 18 19 8 9 20 28 21 22 23 10 11 12 13 29 14 15 30 31 
PEFROK-subgraph-2, 3 20 15 40 10 21 16 24 41 26 17 22 25 13 27 28 29 30 23 43 31 
PEFROK-subgraph-3, 4 42 11 5 9 12 6 7 8 14 39 18 32 19 36 33 38 34 37 44 35 
PEFRIE-subgraph-1, 2 7 5 14 18 6 20 21 22 3 8 9 10 13 16 12 15 17 11 4 19 
PEFRIE-subgraph-3, 24 29 27 36 28 40 42 43 44 25 30 31 32 35 38 34 37 33 39 26 41 
WAZTUP-subgraph-0, 1 9 22 10 14 17 23 24 11 4 12 15 18 19 30 3 20 13 27 31 32 7 25 21 34 28 29 6 8 26 35 36 37 5 16 
WAZTUP-subgraph-1, 33 2 38 41 39 40 42 43 44 45 46 47 49 50 48 51 52 53 
FUJLUT-subgraph-1, 42 59 43 44 45 46 49 47 48 50 51 52 53 54 55 57 58 56 
WODHAY-subgraph-1, 2 27 20 13 21 22 10 14 15 12 11 28 29 30 16 17 18 19 
NAQHAS-subgraph-1, 33 32 41 34 23 42 43 44 25 29 24 45 46 47 2 30 31 17 
KEGFOU-subgraph-1, 34 14 15 17 18 16 19 20 21 22 23 24 25 26 27 28 29 30 
RISLIR-subgraph-4, 5 20 14 18 21 15 16 19 8 6 22 17 27 23 24 25 28 35 26 29 7 43 36 9 30 33 41 44 37 38 31 34 42 40 39 32 10 45 54 46 47 48 51 55 56 49 50 52 53 
HABWAM-subgraph-0, 1 22 10 21 29 23 9 4 30 31 32 25 26 24 11 33 34 5 27 28 19 12 17 20 3 13 18 15 2 35 46 14 16 36 44 47 55 37 38 42 45 49 48 53 56 39 40 43 50 51 54 41 52 
ZARKEM-subgraph-1, 2 42 41 8 5 7 43 52 9 44 45 46 49 53 54 17 10 6 47 48 50 51 18 15 11 4 13 16 12 3 19 30 14 28 20 39 31 26 29 21 22 37 40 33 32 27 24 23 35 38 34 25 36 
DUXFOT-subgraph-0, 1 19 4 7 24 14 16 3 12 17 22 6 21 13 23 20 
LULNUB-subgraph-3, 4 44 5 6 7 28 16 45 8 29 30 31 17 18 19 14 9 10 42 43 46 47 12 15 11 32 22 20 24 13 33 34 35 23 21 25 26 27 36 37 38 
EKEXEZ-subgraph-0, 1 25 3 4 6 28 55 47 29 69 21 56 11 35 52 70 22 15 16 41 36 53 26 59 30 42 27 45 60 31 46 
QAGVIE-subgraph-0, 1 26 3 4 8 27 35 24 28 29 33 36 25 22 30 31 34 17 7 20 23 32 18 15 11 21 19 13 16 12 14 
QAGVIE-subgraph-1, 2 10 52 5 6 50 53 61 51 48 54 55 59 62 9 43 49 46 57 56 60 37 41 44 47 58 38 39 42 45 40 
NEBVEW-subgraph-1, 2 3 14 4 12 15 5 6 10 13 7 8 11 9 
ICIHOR-subgraph-0, 1 5 3 6 7 2 4 9 10 8 11 12 
ICIKEK-subgraph-0, 1 9 10 7 2 8 13 14 17 18 19 20 
ICIJAF-subgraph-0, 1 9 10 5 2 6 13 14 17 18 19 20 
ICIHUX-subgraph-1, 3 12 13 8 9 4 15 16 17 18 19 20 
YOPPEA-subgraph-0, 0 1 5 57 13 53 4 6 16 14 15 2 64 17 54 7 3 18 19 58 55 59 8 56 61 9 63 10 11 12 
EVOYOF-subgraph-0, 1 12 7 8 6 9 28 13 29 30 31 14 15 20 16 18 21 17 3 10 19 4 22 23 24 11 5 25 26 27 
LEHSAU-subgraph-2, 3 19 14 38 39 40 13 15 18 12 4 16 17 37 9 35 20 5 36 11 41 42 43 21 33 34 22 44 45 46 10 47 48 23 49 24 25 29 26 6 51 28 27 7 30 50 8 31 52 53 54 32 57 55 56 58 59 60 
KIQKUS-subgraph-1, 2 9 14 10 8 22 23 24 3 11 13 7 15 4 12 21 19 5 25 26 27 16 20 6 28 29 30 17 18 35 34 46 47 36 37 48 42 38 41 50 39 31 49 40 32 43 33 44 51 52 53 45 54 55 56 57 58 59 
KEKHIT-subgraph-1, 2 11 14 10 12 22 23 24 9 21 3 13 20 8 15 4 7 25 26 27 16 19 5 28 29 30 6 17 18 36 35 47 48 37 49 38 43 39 34 42 50 40 46 33 41 51 58 59 60 45 32 57 55 56 44 52 53 54 
WAQMEK-subgraph-0, 1 7 18 8 19 13 2 29 11 12 9 30 15 23 3 10 14 31 33 24 27 20 35 32 34 28 21 5 16 36 25 22 17 26 
POTFOW-subgraph-0, 1 8 9 24 10 6 25 13 11 12 26 14 2 27 28 22 15 36 29 20 23 16 34 37 3 30 18 21 17 35 32 31 19 33 
DALHOQ-subgraph-1, 20 25 26 21 24 51 62 63 22 31 46 23 72 73 27 36 64 65 70 71 41 52 28 29 30 66 67 32 47 68 69 53 54 55 37 33 34 35 48 49 50 42 40 38 39 43 44 45 
SOGXOB-subgraph-2, 3 11 12 4 37 38 13 41 39 40 
JOMMAC-subgraph-0, 1 14 9 8 11 12 7 13 10 19 5 6 4 20 21 22 15 17 18 16 
CIHNUD-subgraph-2, 3 11 12 20 13 14 18 21 15 16 19 22 7 17 8 23 4 24 25 26 27 9 28 29 10 30 5 6 31 36 32 40 37 38 39 33 34 35 41 42 43 
YUGLOC-subgraph-0, 0 36 38 39 2 12 3 4 5 9 13 14 8 6 7 10 11 43 28 29 30 31 
YUGLOC-subgraph-1, 1 40 41 37 25 15 26 27 22 16 17 18 24 21 23 19 20 32 44 33 34 35 
SAYZOI-subgraph-0, 0 18 6 7 19 20 15 4 5 9 10 8 17 13 16 11 12 21 14 22 23 24 
EWESOQ-subgraph-0, 1 4 2 3 5 16 6 7 8 17 18 13 9 10 11 14 15 19 12 20 21 22 
EWESOQ-subgraph-1, 23 26 25 24 27 38 28 29 30 35 39 40 33 31 32 36 37 41 34 42 43 44 
EWESOQ-subgraph-2, 45 48 46 47 49 60 50 51 52 57 61 62 53 54 55 58 59 63 56 65 66 64 
YUGLIW-subgraph-1, 31 51 54 55 32 42 33 34 35 43 44 39 36 37 38 40 41 59 45 48 46 47 
JESJUN-subgraph-0, 1 7 2 5 23 8 25 20 24 9 10 11 14 21 22 12 13 15 16 17 18 19 
JESJUN-subgraph-1, 3 26 4 6 42 27 43 44 39 28 29 30 33 41 40 31 32 34 35 36 37 38 
WUGLAM-subgraph-0, 1 9 3 7 43 23 44 29 45 25 15 24 13 30 31 17 16 14 46 49 47 48 
WUGLAM-subgraph-1, 2 6 4 5 10 20 34 11 12 26 21 22 18 35 36 27 28 19 52 53 54 55 
MUQKEP-subgraph-0, 0 1 2 3 58 4 5 6 10 13 34 67 7 11 12 62 63 35 36 37 8 9 
MUQKEP-subgraph-1, 14 16 17 59 15 18 19 20 24 27 68 21 38 25 26 64 65 22 23 40 41 39 
WORNOI-subgraph-0, 1 9 2 10 11 16 3 12 17 15 13 8 14 
WORNOI-subgraph-2, 30 38 39 31 45 40 44 46 41 32 42 37 43 
WORNOI-subgraph-1, 4 18 22 19 20 5 23 21 28 6 7 26 29 24 27 25 
WORNOI-subgraph-3, 33 51 47 34 52 49 48 57 35 36 50 55 58 53 56 54 
QAKYEG-subgraph-4, 6 12 7 15 17 8 13 16 9 11 14 10 20 18 21 19 
EBAQEF-subgraph-4, 7 17 13 9 18 14 15 10 11 8 16 19 12 21 20 22 
VUTNEF-subgraph-1, 2 10 6 26 11 5 7 27 24 3 4 9 22 8 25 23 
GOMMUR-subgraph-0, 1 18 29 19 8 30 31 10 12 9 32 11 45 39 46 40 
FIFWIB-subgraph-1, 2 14 16 4 24 17 20 5 10 8 21 11 30 26 31 27 
FIFWIB-subgraph-2, 33 32 12 28 25 13 9 29 15 3 6 18 22 7 19 23 
FONPAZ-subgraph-0, 1 2 16 24 17 25 3 33 4 18 19 5 34 6 26 27 
FONPAZ-subgraph-1, 7 20 28 8 9 21 29 10 35 22 23 13 36 14 30 31 
KULGEG-subgraph-1, 32 40 33 30 41 34 31 39 29 36 37 25 27 38 26 28 
ACOVAR-subgraph-1, 2 11 14 3 16 12 15 4 5 7 13 17 6 19 18 20 
KIBTEV-subgraph-0, 1 10 14 11 12 2 15 13 3 4 5 18 6 16 19 17 
KIBTEV-subgraph-2, 22 35 31 36 23 33 32 25 26 24 34 39 27 37 40 38 
KULPAL-subgraph-0, 0 1 35 39 40 37 36 6 4 2 8 38 7 5 3 9 
KIBSUK-subgraph-0, 0 1 2 11 3 13 4 14 5 12 15 8 16 6 9 7 
KIBSUK-subgraph-2, 20 21 22 31 33 23 24 34 25 35 32 26 36 28 27 29 
QIVCEE-subgraph-2, 3 11 15 12 13 5 16 14 6 4 7 19 17 8 20 18 
KULGIK-subgraph-1, 32 31 41 33 42 30 34 40 29 37 38 25 27 39 26 28 
BUBCEI-subgraph-1, 4 18 22 19 20 5 23 21 28 6 7 29 24 26 25 27 
BUBCEI-subgraph-3, 33 51 47 34 52 49 48 57 35 36 50 58 53 55 54 56 
SUCVAP-subgraph-2, 5 11 13 6 14 41 12 39 7 8 40 15 44 16 42 43 
GISNAX-subgraph-1, 6 10 7 9 11 25 8 27 12 15 26 28 13 14 29 30 
IBAZIX-subgraph-1, 2 6 8 22 7 9 4 23 3 5 24 10 25 11 26 27 
GEDGIJ-subgraph-0, 0 1 2 15 3 16 4 17 5 18 19 8 20 6 9 7 
YEVGOY-subgraph-2, 3 50 47 51 48 4 52 49 5 6 7 53 55 8 54 56 
YECPEC-subgraph-1, 2 3 11 4 5 13 7 6 9 12 8 10 14 16 15 17 
BOBRUF-subgraph-3, 4 6 5 43 44 
JEGHAE-subgraph-3, 39 20 21 40 11 
MIHJAQ-subgraph-0, 1 2 3 4 5 
NAVROV-subgraph-1, 3 70 71 73 72 
HUBMUN-subgraph-1, 6 17 18 19 20 
FEKDUV-subgraph-3, 4 9 6 7 8 
BOBSAM-subgraph-3, 4 6 5 43 44 
VESNOW-subgraph-2, 4 12 11 45 46 
ILOFEU-subgraph-1, 3 22 19 20 21 
CIVYIQ-subgraph-2, 33 34 35 36 9 
CIJPAN-subgraph-0, 1 2 3 4 5 
ATUTOZ-subgraph-3, 47 49 50 48 51 
CORHUM-subgraph-1, 33 27 26 53 54 
ZOBJOS-subgraph-1, 3 70 67 68 69 
KEQWOS-subgraph-1, 3 8 5 6 7 
KEQWOS-subgraph-2, 4 12 9 10 11 
BOBSEQ-subgraph-3, 4 6 5 43 44 
BUBSEW-subgraph-3, 10 20 19 53 54 
OFANEP-subgraph-2, 4 5 6 7 8 
DIHDEF-subgraph-1, 5 58 55 57 56 
SIQMIP-subgraph-3, 36 9 30 10 11 
MIQNAF-subgraph-1, 2 12 10 58 11 
NIDXAA-subgraph-1, 6 10 9 46 47 
HARVEB-subgraph-3, 7 27 28 8 9 
FEPRAT-subgraph-2, 34 35 36 37 11 
OPUPOF-subgraph-2, 55 56 57 58 61 
VIXROK-subgraph-1, 3 5 4 6 38 7 35 39 40 9 10 8 34 36 37 11 12 13 31 14 33 28 32 17 15 16 27 29 30 18 19 20 24 21 25 26 22 23 
VIXSAX-subgraph-1, 2 4 3 5 37 6 34 38 39 9 7 8 33 35 36 10 11 12 30 13 27 31 32 14 15 16 26 28 29 17 18 19 23 20 25 24 21 22 
VIXRUQ-subgraph-1, 2 3 4 5 37 6 34 38 39 9 7 8 33 35 36 10 11 12 30 13 27 31 32 14 15 16 26 28 29 17 18 19 23 20 25 24 21 22 
PEBQOE-subgraph-0, 1 12 13 14 2 3 15 16 4 8 5 6 7 9 10 11 
PEBQOE-subgraph-1, 17 28 29 30 18 19 31 32 20 24 21 22 23 25 26 27 
EZAMOH-subgraph-1, 2 7 3 4 8 9 5 6 10 11 12 13 14 17 15 16 
EZAMOH-subgraph-2, 33 31 34 30 32 28 29 22 20 21 23 19 24 25 26 27 
LAVNED-subgraph-0, 1 20 8 21 22 23 9 5 10 11 15 12 13 16 14 17 18 19 2 
ISEXUC-subgraph-4, 5 12 13 14 15 16 17 7 18 19 23 20 21 6 22 24 25 26 27 
UJALEY-subgraph-3, 5 48 56 49 8 57 58 59 50 51 55 52 53 60 54 61 62 63 6 
ITIGAU-subgraph-2, 3 15 23 11 7 25 26 24 18 12 9 19 13 20 14 17 21 22 6 
AXAGAJ-subgraph-2, 3 17 12 5 4 11 13 14 6 7 9 15 16 8 10 55 57 58 56 
RETPOX-subgraph-0, 0 24 11 6 43 39 5 44 46 40 41 42 19 52 45 48 47 8 7 50 53 49 22 9 13 51 1 23 10 20 14 15 32 25 17 21 16 33 34 35 26 27 28 18 36 37 38 29 30 31 
YUHSAW-subgraph-2, 3 4 5 22 6 30 23 11 7 33 31 32 25 26 24 12 20 8 34 35 36 27 28 29 13 14 18 21 9 15 16 19 10 37 17 42 38 43 51 41 39 40 44 45 49 52 46 47 50 48 
RETPEN-subgraph-0, 0 48 52 44 37 30 1 40 38 39 32 33 31 4 45 41 42 43 34 35 36 5 13 46 6 7 11 14 2 8 9 12 53 47 10 26 15 27 28 29 16 24 17 18 25 22 19 20 23 21 
TEVPET-subgraph-2, 3 12 
QULLOY-subgraph-1, 26 38 
TEVPET-subgraph-3, 4 5 17 13 6 18 19 20 14 15 16 9 7 8 10 11 
FEFGUT-subgraph-0, 1 9 6 39 8 53 47 40 28 54 55 45 48 41 42 29 37 57 3 56 44 46 43 30 31 35 38 66 58 4 5 49 33 32 36 67 64 59 60 50 51 52 34 65 62 61 63 
IZOPOD-subgraph-0, 1 2 3 59 6 67 60 33 65 68 61 62 34 35 37 66 64 63 36 7 48 38 46 69 9 8 49 57 39 40 44 47 70 71 72 50 51 58 55 41 42 45 52 53 56 43 54 
EQEROI-subgraph-2, 34 35 52 36 37 38 65 53 54 46 39 66 67 78 55 63 44 47 41 40 68 76 79 80 57 56 61 64 43 45 42 69 70 74 77 58 59 62 48 71 72 75 60 49 50 51 73 
ISONEJ-subgraph-0, 1 4 5 7 24 9 25 29 42 12 8 26 58 28 61 17 13 41 18 6 27 59 60 52 16 14 48 19 23 43 44 30 51 15 49 20 53 57 22 62 63 64 50 21 54 56 55 
ALEKEK-subgraph-1, 2 10 60 5 6 36 68 61 49 34 37 66 69 62 63 50 58 35 38 7 65 67 64 51 52 59 56 39 47 9 8 70 53 54 57 41 40 45 48 73 71 72 55 42 43 46 44 
YOBFUR-subgraph-1, 25 26 34 63 27 28 32 35 64 65 61 29 30 33 66 67 36 62 68 31 37 45 74 38 39 43 46 72 73 47 40 41 44 48 55 42 49 50 56 53 51 52 54 57 58 59 60 
YOBFOL-subgraph-1, 25 26 67 27 29 74 40 68 28 38 30 73 51 72 41 49 69 70 36 39 32 31 59 52 42 43 50 47 34 37 33 57 60 53 54 44 45 48 35 56 58 55 46 61 64 62 63 
ZUKGER-subgraph-1, 2 3 4 5 21 7 26 22 9 37 8 25 54 51 23 10 14 6 38 15 53 24 52 11 39 43 13 49 50 20 16 27 12 40 42 19 48 17 44 57 55 56 41 18 47 45 46 
OJABAC-subgraph-0, 1 9 2 3 33 11 34 38 10 18 48 35 71 74 37 12 47 8 19 23 36 72 73 17 13 45 46 20 54 58 22 39 53 16 49 14 21 55 57 75 76 77 52 15 50 56 51 
TAXFON-subgraph-1, 2 3 4 21 6 26 22 8 25 55 52 23 7 39 15 54 24 53 9 5 38 20 16 27 10 14 50 51 49 19 17 45 57 58 56 11 40 44 13 18 48 46 41 12 43 47 42 
WOLCOP-subgraph-0, 1 3 4 21 6 26 22 8 25 55 52 23 41 7 15 54 24 53 9 5 40 20 16 27 10 14 38 39 19 51 17 47 57 58 56 42 11 13 46 18 50 48 43 12 45 49 44 
EQERUO-subgraph-2, 34 35 52 36 37 38 65 53 54 46 39 66 67 78 55 63 44 47 41 40 68 76 79 80 57 56 61 64 43 45 42 69 70 74 77 58 59 62 48 71 72 75 60 49 50 51 73 
MUKGUW-subgraph-0, 1 9 10 3 38 52 46 39 53 54 56 44 47 41 40 67 4 55 57 65 43 45 42 68 76 5 6 58 59 66 63 48 69 70 74 77 60 61 64 49 50 51 71 72 75 62 73 
NIDXAA-subgraph-0, 1 2 3 5 23 8 28 24 17 45 7 27 61 25 58 18 22 4 11 44 26 60 59 19 53 57 21 42 43 12 16 29 20 54 56 13 48 52 15 62 63 64 55 49 14 51 50 
IZOPUJ-subgraph-1, 25 27 26 35 28 29 33 36 30 31 34 74 37 38 32 75 76 40 77 39 41 49 82 42 43 50 47 80 81 60 44 45 48 68 61 46 66 69 62 63 65 67 64 70 72 73 71 
DOMTAB-subgraph-1, 2 9 36 12 8 41 37 23 69 40 66 38 22 30 55 68 39 67 11 54 24 35 31 42 43 44 25 29 65 34 61 32 70 71 72 26 56 28 60 33 64 62 57 27 59 63 58 
RIHFUJ-subgraph-0, 1 2 3 20 5 25 21 7 55 24 52 22 6 14 39 54 23 53 4 38 8 19 15 26 50 51 9 13 49 18 45 16 57 58 56 10 40 12 44 17 48 46 41 11 43 47 42 
XOXZIU-subgraph-2, 26 66 27 28 30 67 68 41 29 69 31 39 42 50 73 32 33 40 37 43 44 48 51 52 70 71 34 35 38 45 46 49 60 53 36 47 58 61 54 55 57 59 56 62 64 65 63 
XOXZEQ-subgraph-1, 26 27 67 28 30 68 69 41 29 70 39 31 42 50 73 37 40 33 32 43 44 51 48 52 71 72 35 38 34 45 46 49 60 53 36 47 58 61 54 55 57 59 56 62 65 63 64 
QUSYUA-subgraph-0, 1 3 4 6 7 33 12 38 67 30 8 19 46 74 23 9 31 43 5 15 22 54 58 36 44 66 35 41 40 17 10 27 70 39 69 25 51 29 45 62 63 64 75 34 61 76 68 
FEFGUT-subgraph-2, 7 21 16 22 23 24 17 14 25 26 27 18 19 12 15 10 20 13 11 
GOZGOR-subgraph-1, 3 4 5 15 6 7 17 16 8 18 19 9 10 11 20 12 13 14 21 22 23 25 26 24 
GINHEQ-subgraph-3, 4 21 20 5 42 19 22 41 24 43 44 23 6 7 45 46 47 25 49 26 48 50 51 52 
CIMMIX-subgraph-0, 1 20 2 18 21 19 16 22 23 24 17 28 25 26 27 3 4 29 30 31 32 33 34 35 
ZIYBIW-subgraph-0, 1 39 2 3 38 4 37 40 5 35 7 41 42 43 33 36 31 44 52 34 32 45 46 50 53 47 48 51 49 
VENYAR-subgraph-1, 3 42 43 30 33 40 4 44 31 34 41 38 50 45 46 32 35 36 39 51 48 47 37 49 
TIJDOI-subgraph-4, 4 27 5 16 17 6 7 14 18 28 8 12 15 19 20 24 9 10 13 21 22 25 11 23 
GOZVEW-subgraph-2, 5 12 8 11 6 9 23 10 26 20 13 24 25 19 15 14 18 31 16 27 17 30 28 29 
CAHJAA-subgraph-0, 1 2 13 17 3 14 15 18 16 19 4 20 21 25 22 23 26 24 
RECKOD-subgraph-0, 1 7 27 28 34 3 29 4 5 6 8 9 15 19 30 17 18 16 20 21 22 31 10 23 2 32 25 26 24 11 37 12 13 14 
RECKET-subgraph-0, 1 15 3 5 11 4 6 12 13 14 16 17 23 27 7 25 26 24 28 29 30 8 18 31 9 2 33 34 32 10 19 20 21 22 
SIWRIB-subgraph-0, 0 48 47 3 27 1 5 4 34 28 2 26 6 7 32 43 35 29 24 17 8 16 33 31 44 45 46 36 37 38 30 25 22 18 9 10 14 39 20 23 19 11 12 15 40 41 42 21 13 
SIWRUN-subgraph-0, 0 48 47 25 3 1 5 26 27 46 4 2 12 6 28 36 44 37 10 21 13 7 29 30 34 42 45 38 9 11 24 22 23 16 14 15 8 32 31 35 40 43 39 17 33 41 18 19 20 
DOGNOC-subgraph-5, 11 12 40 27 13 14 41 36 28 32 19 15 23 42 43 56 37 38 39 29 30 31 33 34 35 20 21 22 17 18 16 25 26 24 44 52 48 57 65 61 45 46 47 53 54 55 49 50 51 58 59 60 66 67 68 62 63 64 
