,id,xyz,bo
25524,FIVJUS,2,2
25525,OFAPUJ,1,1
25526,LIMNEB,3,3
25527,EVACUZ,3,3
25528,RAPVUB,3,3
25529,CINVIG,3,3
25530,YIVWAC,3,3
25531,CUKLUQ,3,3
25532,MEMLEY,2,2
25533,GELLUH,3,3
25534,RIPLEI,3,3
25535,DEDZET,2,2
25536,WERJIM,3,3
25537,WUFKAJ,3,3
25538,XORWUX,3,3
25539,JOCRAV,2,2
25540,IBETUG,3,3
25541,XUMYEK,3,3
25542,RACNER,3,3
25543,BUXDAB,3,3
25544,NEHHUD,3,3
25545,VIQZIE,3,3
25546,PITWEU,3,3
25547,VAGNOH,3,3
25548,BIMTOH,2,2
25549,EDEGUR,3,3
25550,POTGIP,3,3
25551,XESZIG,2,2
25552,IXUNEV,1,1
25553,SEMMAB,1,1
25554,XANHUR,3,3
25555,CPFMNI,3,3
25556,NURRIC,2,2
25557,LOMPEK,3,3
25558,WOGXAR,3,3
25559,FIVHOH,2,2
25560,CIKWOK,3,3
25561,QITPAL,3,3
25562,UGINOO,3,3
25563,RINSOY,3,3
25564,ZOLMIY,3,3
25565,DAGPUW,2,2
25566,PANBEO,3,3
25567,DESGUD,2,2
25568,ICEDIG,2,2
25569,YECKOI,3,3
25570,PCLPIR,2,2
25571,KIDRIY,2,2
25572,YEDLIF,2,2
25573,CIMVUS,3,3
25574,SOYNUP,2,2
25575,VIQSAP,2,2
25576,FOKGUI,1,1
25577,HANVEA,3,3
25578,DEQMAO,3,3
25579,TESRUF,3,3
25580,OQOBOM,3,3
25581,VIVZIL,2,2
25582,CISKEX,3,3
25583,SATXES,2,2
25584,XEFZOY,3,3
25585,WEHPAB,3,3
25586,LIBDOP,3,3
25587,ROHNOS,2,2
25588,MOSVAR,2,2
25589,JUJKIK,3,3
25590,ONUNER,3,3
25591,ISOJOR,1,1
25592,BUZNUH,3,3
25593,WIVTEA,1,1
25594,WESPEP,3,3
25595,MUCGAS,3,3
25596,KUHJON,3,3
25597,DITWIP,3,3
25598,MARZAJ,3,3
25599,BIMZAZ,2,2
25600,RUMVAY,1,1
25601,PIFLUN,3,3
25602,FITLUQ,3,3
25603,QUYWUE,2,2
25604,ROCQAC,2,2
25605,XAGZIO,3,3
25606,XOTQIG,1,1
25607,IBETUF,2,2
25608,RUXHOH,3,3
25609,SIPPUC,3,3
25610,LETQUZ,2,2
25611,VECQEB,2,2
25612,IHAZUN,3,3
25613,TALTUV,1,1
25614,XUPJEY,2,2
25615,HAZKID,3,3
25616,ROHNOR,1,1
25617,NILJIC,1,1
25618,GUWKAK,3,3
25619,QUQTUT,3,3
25620,GOBPUI,1,1
25621,FLVPDA,3,3
25622,FOFYAA,1,1
25623,ZEGWIR,2,2
25624,UFAZUY,2,2
25625,BOQZOY,3,3
25626,VIRXOK,3,3
25627,PADYOL,3,3
25628,YARDEA,2,2
25629,SOWBAK,2,2
25630,YUJPOI,2,2
25631,UBUZUP,3,3
25632,VIVMIW,1,1
25633,OXETOC,3,3
25634,RACPOC,1,1
25635,OTEFID,3,3
25636,NEPVEM,3,3
25637,AZOXOC,2,2
25638,RUTGES,2,2
25639,DETBIQ,2,2
25640,RIPPUC,3,3
25641,NIQKUW,3,3
25642,YORWUY,3,3
25643,EXOLUZ,3,3
25644,CEPGUZ,3,3
25645,MIZXEB,2,2
25646,ZOCWEV,1,1
25647,BEJFIG,3,3
25648,HIXBAR,2,2
25649,MAYPUZ,3,3
25650,YIBCES,2,2
25651,HAFRAH,2,2
25652,OXIPUI,3,3
25653,POWGUE,3,3
25654,SONXUP,3,3
25655,USUQIJ,3,3
25656,NOQYAV,3,3
25657,RAZHAC,2,2
25658,QACWAV,3,3
25659,XUCRUI,1,1
25660,WIRVAX,2,2
25661,XARDEA,2,2
25662,KUBHIZ,3,3
25663,GAVYOS,2,2
25664,YEGLUS,1,1
25665,VUMMAS,1,1
25666,BINDUA,3,3
25667,FEQDAH,1,1
25668,VUTLAZ,2,2
25669,TAVKAD,1,1
25670,SUXXIT,3,3
25671,OJONEI,2,2
25672,LIFTUP,1,1
25673,DAYDOW,3,3
25674,ACUSIB,2,2
25675,GUJCUJ,2,2
25676,NEYXIZ,1,1
25677,RATXER,3,3
25678,FUNJAB,3,3
25679,AVACAC,3,3
25680,BEMQIT,1,1
25681,VERCAY,3,3
25682,JEVNED,2,2
25683,YAQQAK,3,3
25684,BUQZIW,1,1
25685,FENVEA,3,3
25686,SIYLES,2,2
25687,RIRDIG,2,2
25688,QIQHIH,3,3
25689,QEJDAL,2,2
25690,EGEJOP,3,3
25691,IWAYOV,3,3
25692,ZIMWOJ,3,3
25693,ROLRAL,2,2
25694,OGOPOR,2,2
25695,GOGCOU,1,1
25696,PIGMOH,2,2
25697,ZODYID,3,3
25698,EKOCAJ,3,3
25699,TAQLEC,2,2
25700,XIFMUU,3,3
25701,BAZMEU,2,2
25702,IDEQAJ,2,2
25703,JEKTOJ,3,3
25704,GEJSEV,3,3
25705,MAQHAN,3,3
25706,PIRJOP,1,1
25707,MAHGOT,3,3
25708,REWNEM,2,2
25709,OGOGOH,2,2
25710,UBIHOE,2,2
25711,DIGJEJ,3,3
25712,PODHEX,3,3
25713,EXONOV,1,1
25714,ZORKOI,1,1
25715,WIKGEE,3,3
25716,WAXKIR,3,3
25717,GOCFOU,2,2
25718,GIRDET,3,3
25719,IDATAJ,3,3
25720,DUGDEQ,2,2
25721,WODCIB,3,3
25722,UYOLUR,1,1
25723,HAVMIB,3,3
25724,MUWDEO,1,1
25725,FIKBAD,2,2
25726,DUMHOI,1,1
25727,YEXNUN,3,3
25728,GADKUT,3,3
25729,QELPAB,3,3
25730,FABSAE,2,2
25731,HAYWEL,3,3
25732,LEBVIA,2,2
25733,TAGGOX,2,2
25734,HACDEV,2,2
25735,GAQYOM,3,3
25736,NEQLIF,3,3
25737,VUBGII,2,2
25738,ZIXNEB,2,2
25739,ROCVEM,2,2
25740,WIMXUM,1,1
25741,RUMQEW,2,2
25742,ICADUL,3,3
25743,IDACCO,2,2
25744,KAMCIN,3,3
25745,LIVNAG,3,3
25746,QOKWUK,3,3
25747,BEMVOE,2,2
25748,PIKBES,3,3
25749,YIDPAD,3,3
25750,YALBAO,3,3
25751,EDIDIH,2,2
25752,OLOWAN,2,2
25753,ZUKMOH,2,2
25754,NOFCUH,1,1
25755,VANWAL,3,3
25756,CEVVII,1,1
25757,WIBLUO,2,2
25758,PIBKOB,3,3
25759,UWAQIT,3,3
25760,RECVUT,2,2
25761,UKOQEQ,1,1
25762,GECSEM,2,2
25763,GASVED,1,1
25764,KIDWUR,2,2
25765,AGUNEX,1,1
25766,QADNOA,2,2
25767,MIYVUM,3,3
25768,YOWJAV,2,2
25769,LIMYEN,2,2
25770,JOTJOR,2,2
25771,HEZQAG,3,3
25772,TAVROZ,3,3
25773,NEDLOX,2,2
25774,BOKWED,3,3
25775,TOKLUA,3,3
25776,DECQUZ,2,2
25777,LODLUM,2,2
25778,ZOVLUR,3,3
25779,SEQCIB,3,3
25780,FOCFOU,2,2
25781,WEFYIS,3,3
25782,MUMPAL,3,3
25783,ROJXIZ,3,3
25784,IGUXEN,3,3
25785,LABWUG,2,2
25786,ZUZXOJ,3,3
25787,NOQPIT,3,3
25788,REPPOT,3,3
25789,CAXLAO,3,3
25790,LOXYII,2,2
25791,BARGAE,3,3
25792,NIQYES,2,2
25793,BOXMAD,3,3
25794,UDIVAG,3,3
25795,OVIJAG,3,3
25796,CESPEW,2,2
25797,FIWROV,3,3
25798,XODWAO,2,2
25799,FEFGUT,2,2
25800,ZISQEX,1,1
25801,AFAFEU,2,2
25802,BEZGEV,3,3
25803,RAXPEL,2,2
25804,POFKUR,2,2
25805,JEJNOB,3,3
25806,FOFPEW,1,1
25807,ORODIJ,3,3
25808,TURFOC,3,3
25809,VAYHEL,3,3
25810,AHAWOV,3,3
25811,SEVJOU,3,3
25812,TCAPMN,2,2
25813,LEYZUN,3,3
25814,MOMBUN,3,3
25815,UDEPAV,2,2
25816,BAGNON,2,2
25817,HUVREW,2,2
25818,YOBTAL,1,1
25819,TEMHOI,1,1
25820,VEZGIR,2,2
25821,APODAM,1,1
25822,LICYIH,2,2
25823,HUHXUF,2,2
25824,WOSKOG,3,3
25825,JIYQAK,2,2
25826,FISWOV,3,3
25827,ZIHQAK,1,1
25828,PIFPIF,3,3
25829,MIDKUF,3,3
25830,TUCSOA,2,2
25831,PEYGIM,2,2
25832,OCUYIW,3,3
25833,QURSAZ,3,3
25834,VITRIA,1,1
25835,TIWLUI,3,3
25836,CUCVUT,2,2
25837,VOMTEW,2,2
25838,IGENIR,3,3
25839,KOCROK,1,1
25840,ZAPREQ,2,2
25841,LADXOG,3,3
25842,QULLIU,3,3
25843,ZEGWEQ,3,3
25844,WEFPOM,2,2
25845,POMZUP,3,3
25846,NEKQID,1,1
25847,HICPUE,3,3
25848,AHIZAT,1,1
25849,ZEMLOS,3,3
25850,TIHREH,3,3
25851,NOSHOS,2,2
25852,DALSEP,1,1
25853,ADABOW,3,3
25854,QIZNES,2,2
25855,OCIWAA,3,3
25856,VIRXAW,3,3
25857,SEWYIC,2,2
25858,JOKHAS,1,1
25859,WOJCED,2,2
25860,YOKTAW,2,2
25861,IQIHUM,3,3
25862,IDIPIV,2,2
25863,KELDEK,2,2
25864,MADXOG,2,2
25865,QUDVER,3,3
25866,MABREN,1,1
25867,XOCGEE,3,3
25868,QEGVOQ,2,2
25869,OMITUZ,2,2
25870,IWIDIC,2,2
25871,PDTPNI,3,3
25872,EGOHEP,3,3
25873,SETLOV,3,3
25874,QAPSOQ,3,3
25875,VEWBII,1,1
25876,KIZJIM,1,1
25877,TCEPRH,2,2
25878,LUFXAL,1,1
25879,POJXOB,3,3
25880,SUSBUD,1,1
25881,UXORIJ,3,3
25882,YOFVEU,2,2
25883,RUXHAT,3,3
25884,BIBWAM,2,2
25885,WOFNUD,2,2
25886,EZASED,2,2
25887,TADREY,3,3
25888,JAKPAM,3,3
25889,VUQCEQ,3,3
25890,DOFGOV,3,3
25891,GIZGIF,2,2
25892,WEWKAK,3,3
25893,HELSOJ,2,2
25894,HUYQEX,2,2
25895,TUKPOG,3,3
25896,BOMDOX,3,3
25897,TALXOU,3,3
25898,CECVAK,3,3
25899,LODBUB,3,3
25900,WICSIM,3,3
25901,PAXPOW,2,2
25902,ALAQUA,3,3
25903,RUXDUK,3,3
25904,AZEQUR,2,2
25905,LAXJUR,3,3
25906,YAYBIM,3,3
25907,TIQTAO,3,3
25908,AVIPIE,3,3
25909,PIKPUW,2,2
25910,ROMQOZ,2,2
25911,RIFKUP,3,3
25912,WUYGAY,2,2
25913,CABXIO,2,2
25914,QERXET,2,2
25915,IKUMIL,2,2
25916,FIGQUH,1,1
25917,KEKTAV,3,3
25918,YAVFOS,3,3
25919,WIYPOK,2,2
25920,TIZRAW,3,3
25921,AJODEK,1,1
25922,MAMVAX,3,3
25923,BOTBIW,2,2
25924,ENNTRC,2,2
25925,ZIZHIB,3,3
25926,MECRAQ,3,3
25927,TAWVEU,3,3
25928,BIBGEY,3,3
25929,LUKTIU,3,3
25930,FEVSOP,2,2
25931,DIDXIZ,3,3
25932,YOPJOC,1,1
25933,QELGOD,2,2
25934,POXQAW,2,2
25935,NAGSIY,3,3
25936,QABCOM,3,3
25937,VEYPUK,3,3
25938,MOXWIF,2,2
25939,WONZUX,3,3
25940,GIKKER,1,1
25941,QOJZUN,2,2
25942,JINYIR,2,2
25943,VOVDEP,2,2
25944,IFIJIS,3,3
25945,FIXXES,3,3
25946,GUXHOX,3,3
25947,ZAKBEV,3,3
25948,BEZNOK,2,2
25949,DUTGOO,3,3
25950,VICDIW,3,3
25951,SUJHEK,3,3
25952,BAYZUX,3,3
25953,TUXZAO,2,2
25954,QOSGEL,2,2
25955,MESJOJ,3,3
25956,VIZBOX,3,3
25957,XOSVAC,2,2
25958,BEKLOS,3,3
25959,IYINUZ,3,3
25960,AQULON,3,3
25961,YAPKAC,2,2
25962,XECGUK,3,3
25963,JIMLOG,2,2
25964,ZUMNAW,1,1
25965,HURGAC,3,3
25966,GOLLID,3,3
25967,EBIJAA,2,2
25968,IKOLUQ,2,2
25969,XOJNOC,3,3
25970,XACXAB,3,3
25971,TINHIJ,3,3
25972,TURSUU,3,3
25973,CEZLUP,3,3
25974,EVOZUK,3,3
25975,OGOGAT,2,2
25976,DALHEG,2,2
25977,CIRSIG,3,3
25978,ICASOX,2,2
25979,BEMVUK,2,2
25980,FUDZAH,3,3
25981,MEHHEP,3,3
25982,OXEXAR,1,1
25983,IKOKEZ,1,1
25984,OFIDOY,3,3
25985,ZEWFUE,1,1
25986,GETPEC,3,3
25987,LUXLOH,2,2
25988,ZOSHUM,2,2
25989,HULDOJ,3,3
25990,IHILUG,3,3
25991,SADROH,3,3
25992,CIFYEY,3,3
25993,ZIHFUT,3,3
25994,GAFZOC,2,2
25995,KIMBUF,2,2
25996,RODSAH,1,1
25997,FEGCEB,3,3
25998,MIHMAR,1,1
25999,VEXJOZ,3,3
26000,IYOMAK,3,3
26001,MODYUB,2,2
26002,HISVEK,2,2
26003,QUZLEE,2,2
26004,KATRUU,3,3
26005,QAFDAD,3,3
26006,DAHMEG,1,1
26007,JOCPAU,2,2
26008,WUSWOX,2,2
26009,XAGXIM,2,2
26010,EQAFAE,3,3
26011,MARXAH,2,2
26012,VUFNEP,2,2
26013,WOGTOB,2,2
26014,AVETEB,3,3
26015,FILWAB,2,2
26016,MOTCAB,2,2
26017,FIVJOK,2,2
26018,EBEYOC,3,3
26019,FOZPUH,3,3
26020,HAZYOZ,2,2
26021,SUVCER,3,3
26022,DEBKAW,3,3
26023,GEXFAQ,2,2
26024,YABGEQ,3,3
26025,RIQTIV,1,1
26026,MAHGUZ,3,3
26027,UGOHII,2,2
26028,FUHLEZ,2,2
26029,JILCOW,2,2
26030,OMEKOG,2,2
26031,ISAHOB,3,3
26032,DIHBOM,2,2
26033,MUYZUC,1,1
26034,UVEMEP,3,3
26035,MEZVIW,3,3
26036,MESDUK,1,1
26037,YIXYUZ,2,2
26038,COQVAH,3,3
26039,JUSQEV,2,2
26040,EDEGOJ,2,2
26041,FULBUK,3,3
26042,HUKQUB,3,3
26043,CUBKIT,3,3
26044,MAXTIO,2,2
26045,NITCAW,2,2
26046,MALBUZ,2,2
26047,QATXUG,3,3
26048,KERWOV,2,2
26049,RIFGUJ,3,3
26050,ZAZKAM,3,3
26051,XAMJIE,2,2
26052,RETNAH,3,3
26053,GECFEB,3,3
26054,LEMWIL,2,2
26055,BUGDAK,3,3
26056,BUDVAX,1,1
26057,OBEFOS,3,3
26058,IGAWOC,2,2
26059,GIBLUB,2,2
26060,LUZSAB,3,3
26061,OXPHCO,2,2
26062,JATRUU,2,2
26063,NIXLIS,2,2
26064,BURCAS,3,3
26065,SAPXAI,2,2
26066,OBINAQ,3,3
26067,IQABIL,1,1
26068,JUHQAE,3,3
26069,GAKQAK,2,2
26070,RATQUA,3,3
26071,UBUZOI,2,2
26072,ZEWJAM,2,2
26073,VAHQEC,2,2
26074,YEXLUL,2,2
26075,EWOFIF,1,1
26076,VICHIZ,3,3
26077,RADLEO,3,3
26078,WECJIA,3,3
26079,XEVPEU,1,1
26080,RAPQIK,3,3
26081,AGEZER,3,3
26082,IPAWIF,3,3
26083,XOWHAT,3,3
26084,NURYAB,3,3
26085,BADYEM,3,3
26086,VUYBIA,3,3
26087,BETWUU,3,3
26088,CAPVUN,2,2
26089,NUCRIO,3,3
26090,EXOLOT,3,3
26091,LUMRAN,3,3
26092,BOJJUG,2,2
26093,MUZDAO,2,2
26094,GUJCOD,2,2
26095,SEBLAN,3,3
26096,KOGNUP,1,1
26097,VECDEM,2,2
26098,MOPXIZ,2,2
26099,PASSEH,3,3
26100,HIDGAD,2,2
26101,BERVOM,2,2
26102,LUXKIY,2,2
26103,KIDYAX,2,2
26104,CAKCIC,1,1
26105,FAHZOF,2,2
26106,GIVCEV,1,1
26107,CIPPUN,2,2
26108,MUHJIK,3,3
26109,JIQNEC,2,2
26110,DAGNEH,1,1
26111,YEGBAN,3,3
26112,JOPDEZ,3,3
26113,FADRAD,3,3
26114,BEGQOU,2,2
26115,EGEFAA,3,3
26116,XIZZIS,2,2
26117,QORHEK,3,3
26118,HISQAE,2,2
26119,XUSSOU,3,3
26120,FIQTEE,3,3
26121,WANYUF,3,3
26122,UZEFOV,2,2
26123,ALUBAL,3,3
26124,GEWRAD,3,3
26125,SONQET,3,3
26126,CAPDII,3,3
26127,WICHIZ,1,1
26128,ZUVRAJ,3,3
26129,ZARQOB,3,3
26130,UQUNOK,3,3
26131,CAZDUF,2,2
26132,RIGVIP,3,3
26133,GANLUD,1,1
26134,LIHCOV,1,1
26135,NUWFOA,1,1
26136,YOYDUN,3,3
26137,PUPYAC,2,2
26138,ZOSMIG,3,3
26139,FERMOG,3,3
26140,GUFPUT,2,2
26141,EQULOS,1,1
26142,OQEKAX,3,3
26143,ROWWAD,2,2
26144,CIYGUO,3,3
26145,YILXIB,3,3
26146,TUYBAR,3,3
26147,OCAHEI,2,2
26148,YATNUF,3,3
26149,PASZOB,3,3
26150,SUKPEV,3,3
26151,XEGBAN,3,3
26152,UWASIV,3,3
26153,BIXXEN,1,1
26154,NOHCOC,2,2
26155,KIWDOJ,2,2
26156,DIDTIW,2,2
26157,XONRUO,2,2
26158,TOXFAP,3,3
26159,ZOCBEY,2,2
26160,FANWAV,3,3
26161,TOVJUJ,1,1
26162,IJIMAP,3,3
26163,LESHAT,3,3
26164,NOJPUA,3,3
26165,IYOVUN,3,3
26166,ICAFUN,3,3
26167,PEQXOZ,3,3
26168,IDETEQ,2,2
26169,TAKTOQ,3,3
26170,TEXDIM,1,1
26171,SAYHEF,3,3
26172,ZOYFEY,3,3
26173,OLANUL,3,3
26174,XAJCAN,3,3
26175,FIPPAV,3,3
26176,VUDCUU,2,2
26177,IRATEB,3,3
26178,CERVOM,2,2
26179,TADYAZ,3,3
26180,BOKPUO,1,1
26181,RETNOT,1,1
26182,REHWEG,3,3
26183,ZUJWUY,2,2
26184,CAPMOW,3,3
26185,CEJXUM,2,2
26186,FEDQIR,3,3
26187,ZEFXIU,2,2
26188,CEDZOD,3,3
26189,MUTCIP,2,2
26190,TIGJID,3,3
26191,QELGUJ,2,2
26192,RUKNAM,2,2
26193,JACQAI,3,3
26194,BEYKUL,1,1
26195,XIPQIY,2,2
26196,KIGBEJ,1,1
26197,SEMFEW,2,2
26198,MEJWEF,2,2
26199,MEHHIS,3,3
26200,KABLIL,3,3
26201,WEDVUW,3,3
26202,KIWJOR,2,2
26203,JAXMUQ,3,3
26204,CUBRIA,3,3
26205,SODSOT,3,3
26206,SICSED,3,3
26207,NELDIU,3,3
26208,XEDWIP,3,3
26209,VUNJOD,1,1
26210,MEDPAM,3,3
26211,KEGYIG,3,3
26212,SIVCEF,3,3
26213,LEYXUL,3,3
26214,OQITAK,3,3
26215,NUHCEY,1,1
26216,KUNBIF,3,3
26217,MUTSOL,3,3
26218,KEZZOH,1,1
26219,WEGXEO,2,2
26220,KICGEJ,2,2
26221,UFIYAM,3,3
26222,DENMOZ,1,1
26223,GERJEU,3,3
26224,ZISSEZ,2,2
26225,VESWUL,3,3
26226,LURGOU,3,3
26227,RINHOO,2,2
26228,BIUZNC,3,3
26229,DIYPEJ,1,1
26230,QAFJAK,2,2
26231,NADSOC,2,2
26232,XIZTIK,3,3
26233,QOBLUP,2,2
26234,ANUMUT,3,3
26235,XIQBOO,3,3
26236,MTCPMO,2,2
26237,EJAMAE,3,3
26238,AJAZUG,3,3
26239,PIQTOY,3,3
26240,WIFPOT,2,2
26241,EBOLEN,2,2
26242,XOKMUG,1,1
26243,IZIXAR,3,3
26244,DOXMEI,3,3
26245,VEBGIS,2,2
26246,EWUKOX,3,3
26247,JUSFIO,3,3
26248,NEJGIV,3,3
26249,PUXXUB,1,1
26250,DEJJUA,3,3
26251,ZOMLES,3,3
26252,DAMKIN,3,3
26253,WUBLOU,2,2
26254,MIKHOG,2,2
26255,XIMGUW,3,3
26256,POBNOK,3,3
26257,QISROZ,2,2
26258,XADTOM,1,1
26259,YAPWIY,3,3
26260,OKAPAR,3,3
26261,QAMLAS,2,2
26262,DULRUX,3,3
26263,EPUPIP,2,2
26264,FAPHEM,3,3
26265,XEFVOU,3,3
26266,RUYNEE,3,3
26267,KIJGEQ,2,2
26268,QENZAL,1,1
26269,BAJWEP,3,3
26270,ROJDOK,2,2
26271,ACORAM,2,2
26272,RIXTEY,3,3
26273,AGAXOW,2,2
26274,HEDROY,3,3
26275,GUFBEP,3,3
26276,MOPDUR,2,2
26277,EYOWOF,3,3
26278,BOJQOI,3,3
26279,ROLYEX,3,3
26280,ETOGIF,3,3
26281,NOWQEV,2,2
26282,TONSOG,3,3
26283,XAWPOA,2,2
26284,DIDDAW,3,3
26285,PAYSUD,2,2
26286,USUTAE,3,3
26287,ZOHJEN,3,3
26288,UCUHEF,3,3
26289,KIFQAT,2,2
26290,QODDEU,3,3
26291,WALJAX,3,3
26292,FOCJOX,2,2
26293,POHKON,3,3
26294,TALZOW,2,2
26295,GETNAX,3,3
26296,BOYWUI,3,3
26297,QEFWON,3,3
26298,HAYGUJ,1,1
26299,YAQSOB,3,3
26300,JAXFEW,3,3
26301,AGEJOM,3,3
26302,KEZCAV,3,3
26303,IVANAU,2,2
26304,DIDSAM,1,1
26305,DIPLUM,3,3
26306,HUYSEZ,2,2
26307,RIVSAR,2,2
26308,LOBQID,3,3
26309,KESDET,3,3
26310,QAQPUU,3,3
26311,AFEHOJ,3,3
26312,COJQOI,3,3
26313,CZBACR,2,2
26314,GUNXIW,1,1
26315,PAXGUT,2,2
26316,ZIPXIH,3,3
26317,COCXEX,3,3
26318,JAZWEN,3,3
26319,KOYJEN,3,3
26320,KAVXOU,2,2
26321,KOQBUN,1,1
26322,FOXZOH,1,1
26323,TUJFOU,2,2
26324,NERWUE,3,3
26325,NUKHIK,2,2
26326,POWNIB,3,3
26327,ACONPB,2,2
26328,SOHWUI,3,3
26329,HANQUK,3,3
26330,GEMCUY,3,3
26331,QETYEU,3,3
26332,OFEKIV,2,2
26333,JALBEE,2,2
26334,NOZHUF,1,1
26335,LUZFUH,2,2
26336,XUQKIE,3,3
26337,LAJTAS,1,1
26338,IKIXOQ,3,3
26339,GAWQIE,1,1
26340,FOPWAJ,3,3
26341,EFOXAA,3,3
26342,GOYNOX,2,2
26343,VINZEX,2,2
26344,VEHLEZ,1,1
26345,DEKRAN,3,3
26346,VUXVER,3,3
26347,CUVQOB,3,3
26348,IFIHIQ,2,2
26349,MORBUQ,3,3
26350,XILHAB,3,3
26351,ROCCIV,2,2
26352,POQTEW,3,3
26353,TOZWOU,2,2
26354,HUDNIE,3,3
26355,HACQIM,2,2
26356,STAETC,1,1
26357,CEPPAR,3,3
26358,KUCWOV,3,3
26359,REBYUS,2,2
26360,PAKVON,2,2
26361,UROVUT,3,3
26362,ZIHRIU,3,3
26363,UWAROA,3,3
26364,TIWMES,2,2
26365,JAHHAB,3,3
26366,MODMIC,3,3
26367,VEKFAT,3,3
26368,YAKFAU,3,3
26369,REYJEL,3,3
26370,CIBTIS,3,3
26371,XOQTOO,3,3
26372,BELXEV,3,3
26373,DAWBUZ,2,2
26374,ZEFWOZ,2,2
26375,IMOXUD,1,1
26376,MIXJAF,2,2
26377,CIRGUF,1,1
26378,YOBGON,2,2
26379,LESPIJ,3,3
26380,IBAGIE,3,3
26381,HIJXON,3,3
26382,NISLIM,3,3
26383,ATASOF,3,3
26384,YOWPIJ,3,3
26385,TORBEJ,2,2
26386,OXITUM,2,2
26387,LISKEG,3,3
26388,ZEBKAS,3,3
26389,EYOQAK,3,3
26390,EMEPUJ,3,3
26391,YASTEU,2,2
26392,KEYPIN,3,3
26393,BOPSAD,3,3
26394,HEDZOG,2,2
26395,VAXQAN,1,1
26396,UGOGAZ,3,3
26397,NOLPIN,2,2
26398,KUGDEX,2,2
26399,QANZUA,2,2
26400,OKOVOZ,1,1
26401,REKTIK,2,2
26402,TIMWOC,2,2
26403,IMUYIY,3,3
26404,TOPDEI,3,3
26405,XAPMUW,2,2
26406,KUVXOP,2,2
26407,PUWDUI,2,2
26408,LUBNON,3,3
26409,FAHLIK,3,3
26410,LIWPOW,3,3
26411,RAWPOU,2,2
26412,LEYBIB,3,3
26413,FAFBEU,3,3
26414,GALGEG,3,3
26415,ZIJTIV,3,3
26416,CEYCUE,1,1
26417,SIYQIA,3,3
26418,RIMROU,1,1
26419,KETROS,3,3
26420,UYOTEJ,2,2
26421,WELHON,3,3
26422,COPSAD,3,3
26423,LUNXIC,3,3
26424,IRENIE,3,3
26425,SIPTUG,1,1
26426,QUPVIG,3,3
26427,RESDUO,3,3
26428,CNSCCO,2,2
26429,TEFZEJ,2,2
26430,EGIHOR,3,3
26431,VUYMAE,3,3
26432,PEWJOR,3,3
26433,KIJSUS,3,3
26434,JOBNUK,2,2
26435,USECIF,2,2
26436,NURVIF,2,2
26437,DELCOP,3,3
26438,XEMXOD,1,1
26439,YOQDIS,2,2
26440,SARFIC,3,3
26441,OBOKAT,3,3
26442,MEDTUL,1,1
26443,JILGUJ,3,3
26444,YOLPOF,3,3
26445,HIGHUC,3,3
26446,JEZLEF,3,3
26447,LICDIN,3,3
26448,VIGREJ,3,3
26449,KOKBAO,3,3
26450,VEPMUA,3,3
26451,LOQXUK,2,2
26452,DOPXOV,3,3
26453,JADNAD,2,2
26454,NONSUG,1,1
26455,EFELOS,3,3
26456,VOLCOQ,1,1
26457,GACCAQ,2,2
26458,XIPGAH,3,3
26459,LOJDAS,3,3
26460,TUTFEV,3,3
26461,ISUHUZ,3,3
26462,GEHQEQ,2,2
26463,YUSKEC,2,2
26464,CEYVOS,1,1
26465,FAPPAP,2,2
26466,UJOPAK,1,1
26467,ZAQKAD,3,3
26468,GEWMOK,1,1
26469,SAXSOZ,3,3
26470,IROBAU,3,3
26471,AROMOJ,3,3
26472,LONHIF,3,3
26473,GANJUB,3,3
26474,OMAXIJ,3,3
26475,LUTREX,1,1
26476,BAHGOJ,3,3
26477,DISVUW,2,2
26478,DUHJOG,3,3
26479,FIRWEJ,3,3
26480,WETSAS,2,2
26481,UZIFOA,2,2
26482,GOFTIG,1,1
26483,KOJQEF,3,3
26484,WIBHUK,3,3
26485,LICZAA,2,2
26486,ETUKIO,3,3
26487,AHOCEH,2,2
26488,BOBJIM,1,1
26489,BUBCEI,3,3
26490,CAMFIF,3,3
26491,UNEHOK,2,2
26492,PIKFEW,3,3
26493,GOWQOY,3,3
26494,SEHVOS,2,2
26495,LOSLIO,3,3
26496,XUXJAB,1,1
26497,DONWAE,3,3
26498,DUZCAE,3,3
26499,QUMKEO,2,2
26500,COCNOA,3,3
26501,JIWKEF,3,3
26502,ESUWIA,3,3
26503,GACJID,1,1
26504,GIPFES,3,3
26505,SIJBIW,3,3
26506,IFAFUT,2,2
26507,NONXEV,2,2
26508,WIXLUK,2,2
26509,SEZVID,3,3
26510,HAYSEH,3,3
26511,QELTAF,2,2
26512,HAXPEB,1,1
26513,HUZYAC,1,1
26514,OHIDEQ,2,2
26515,WUFFIM,3,3
26516,UMUXEF,2,2
26517,DEZQIJ,1,1
26518,BCPZRB,1,1
26519,SUCKOQ,3,3
26520,QEYJOW,3,3
26521,ADOJUB,3,3
26522,CAFRUY,3,3
26523,REQGIF,2,2
26524,VAVQAK,3,3
26525,VASGEB,1,1
26526,DIFCIH,3,3
26527,JEWBUL,3,3
26528,LASDOZ,3,3
26529,DAMJAE,2,2
26530,QERLOO,2,2
26531,VIYCAI,3,3
26532,BUKCER,2,2
26533,BEQLAK,3,3
26534,KEBGOO,2,2
26535,QUYDUL,2,2
26536,YASJOR,3,3
