,id,xyz,bo
27313,UNOLIT,1,1
27314,QERZIX,2,2
27315,BOYKIL,1,1
27316,FEKRES,3,3
27317,ODUGEB,3,3
27318,ZESHEN,3,3
27319,SEYLEP,3,3
27320,XAHRAZ,2,2
27321,ZIPFOV,3,3
27322,YIVREC,3,3
27323,GAJKOR,2,2
27324,VALJOI,3,3
27325,WERXOH,2,2
27326,RAXBOK,2,2
27327,LOFCEP,3,3
27328,XAVMIU,1,1
27329,UHIXAK,2,2
27330,CEGSUC,2,2
27331,FAWZUZ,3,3
27332,HUHQIL,3,3
27333,HITJUS,3,3
27334,ZUNYIQ,2,2
27335,JERPIJ,1,1
27336,GIPYIN,2,2
27337,RUSLOH,2,2
27338,XEPCAX,1,1
27339,TUYNUW,1,1
27340,QAJKIZ,1,1
27341,CICXAP,3,3
27342,ZIVPUT,1,1
27343,XEPJIM,2,2
27344,VAJKUQ,1,1
27345,BEFGUS,1,1
27346,LILXEK,2,2
27347,PEYNUG,1,1
27348,XEMPAK,1,1
27349,UCOLIH,3,3
27350,DIGCUT,3,3
27351,LOHJOH,2,2
27352,CATDUY,2,2
27353,GUNVIU,1,1
27354,TEHRIH,3,3
27355,FEWLIF,2,2
27356,NIPVEN,2,2
27357,QIWYOO,1,1
27358,LAMTOK,3,3
27359,REFRUQ,2,2
27360,MUFDEX,3,3
27361,HEYZUI,3,3
27362,ICEXAQ,3,3
27363,CAZQOJ,3,3
27364,RANPIF,3,3
27365,DEXCUE,1,1
27366,IPORUD,1,1
27367,WAZJUC,2,2
27368,WEZLOC,3,3
27369,ONAFIT,3,3
27370,FIZBAS,2,2
27371,AJUKAR,2,2
27372,VUTBUJ,2,2
27373,FEGJOR,3,3
27374,GOGCUA,1,1
27375,QATSEL,1,1
27376,SAFDIM,1,1
27377,HEFSER,3,3
27378,FILLUJ,2,2
27379,JAJDUU,1,1
27380,JIPMED,3,3
27381,IKENER,2,2
27382,ZULXOT,3,3
27383,HATNOH,2,2
27384,XAWPAP,2,2
27385,FIMCAH,2,2
27386,EGASEO,1,1
27387,FIQTEH,3,3
27388,WOSPOJ,2,2
27389,KERPIJ,3,3
27390,RIVJAJ,2,2
27391,NEKZOU,3,3
27392,YASNUB,3,3
27393,HAGCEY,2,2
27394,DOXMIP,1,1
27395,XIRKUH,2,2
27396,BOMFAK,1,1
27397,IXOQIY,1,1
27398,UFINOQ,1,1
27399,XISJOY,2,2
27400,OWUJIA,2,2
27401,GUPRUH,1,1
27402,USIQUL,1,1
27403,EXONUB,1,1
27404,OZIHUC,1,1
27405,DIBRUD,2,2
27406,QIXDEG,2,2
27407,XEKSAH,3,3
27408,ICIYEY,3,3
27409,ZIGPOW,3,3
27410,ROKKUX,2,2
27411,EWAQIC,1,1
27412,CETKES,2,2
27413,ZANCUM,3,3
27414,PUTKAT,1,1
27415,FEVQAC,1,1
27416,NEQYIS,3,3
27417,WEPGAB,2,2
27418,WOPRIE,1,1
27419,QUGXAU,1,1
27420,WEJMOQ,2,2
27421,DEXFIX,3,3
27422,MEKCIO,2,2
27423,CAQBUS,1,1
27424,QAFCEG,3,3
27425,ZIQKAO,1,1
27426,PEZNIS,2,2
27427,BOHLUI,3,3
27428,RONHIO,2,2
27429,OLEWEJ,2,2
27430,KIBMAL,2,2
27431,BENQOC,2,2
27432,RAHSIE,3,3
27433,CIGCIH,3,3
27434,WEJXUG,3,3
27435,WATXIA,2,2
27436,RODJOL,2,2
27437,UHEGOD,2,2
27438,AMACEZ,1,1
27439,ZAYBUA,1,1
27440,GAJRAL,3,3
27441,CADGOG,3,3
27442,TIWBOR,3,3
27443,COHGEO,3,3
27444,CUMZUF,2,2
27445,ELOTII,3,3
27446,BAWMAO,3,3
27447,ZOKFAK,1,1
27448,WUVSUD,3,3
27449,DEDFOJ,2,2
27450,OGOBIV,2,2
27451,DESRUP,2,2
27452,VEDSED,1,1
27453,ILAYIG,1,1
27454,BUPKON,1,1
27455,RIPGOM,2,2
27456,RORQAT,3,3
27457,DEHNAH,2,2
27458,UFOTAL,2,2
27459,XILQAM,2,2
27460,LIMKAU,1,1
27461,COBKOW,3,3
27462,LAXCIX,2,2
27463,PILYIT,3,3
27464,YOZCOF,1,1
27465,MERGUL,2,2
27466,SOPWAW,2,2
27467,XIHCAW,1,1
27468,MEKFUE,3,3
27469,RUCXUL,1,1
27470,KISCUK,2,2
27471,NUPXEB,3,3
27472,SOTLIX,1,1
27473,HUSSUL,3,3
27474,KAYBOB,1,1
27475,TEJZEP,2,2
27476,HUZVIJ,2,2
27477,RISRIX,3,3
27478,UBOWEN,2,2
27479,TEBRUP,2,2
27480,HITVEO,2,2
27481,JOZQAQ,3,3
27482,QAFSAS,3,3
27483,TEXVUP,2,2
27484,ODINIZ,2,2
27485,QASCAQ,1,1
27486,QOCZAJ,3,3
27487,XEWCAF,3,3
27488,HAJQEO,3,3
27489,UQOSAX,1,1
27490,WOFWOE,2,2
27491,NAPYOS,2,2
27492,ZEFHAX,1,1
27493,MAXCIX,3,3
27494,KOLZIU,1,1
27495,JATYEI,2,2
27496,VIFNIJ,3,3
27497,XAMMON,2,2
27498,OHIKOG,3,3
27499,REMFIY,1,1
27500,FAZTEG,2,2
27501,ZABNEZ,1,1
27502,ZIQBIM,3,3
27503,GEBLOO,2,2
27504,ARIVEE,3,3
27505,OLUXIC,3,3
27506,MOZZOT,1,1
27507,SIPPOW,3,3
27508,OJOLEF,3,3
27509,KACSUC,2,2
27510,BADGOG,1,1
27511,RUHLIS,1,1
27512,SIMDIB,2,2
27513,RIZRIC,3,3
27514,BOWKII,2,2
27515,TECZEK,1,1
27516,DOQTEJ,3,3
27517,GOCQUL,3,3
27518,ANISUO,1,1
27519,KAJQOC,2,2
27520,ACUXAX,2,2
27521,LAGHAG,1,1
27522,XOZZAO,2,2
27523,IJAPIT,1,1
27524,IVITAK,2,2
27525,RUDTAM,3,3
27526,UPIKOU,3,3
27527,NEXKUX,3,3
27528,HOLTOU,2,2
27529,BIZGIA,2,2
27530,VIYBEL,2,2
27531,WOCDUN,1,1
27532,AJAFIB,3,3
27533,NORPOC,1,1
27534,HUFQII,2,2
27535,ROPWAW,1,1
27536,RUDCAW,3,3
27537,XIWXOT,3,3
27538,GILNOF,1,1
27539,FEDHIJ,1,1
27540,JADVIW,3,3
27541,KALLEP,3,3
27542,VISYON,2,2
27543,TIYLAS,1,1
27544,HILHUG,2,2
27545,EMOVIN,3,3
27546,NUTXOR,3,3
27547,XIGWUG,3,3
27548,AWACUY,3,3
27549,BIZBAN,1,1
27550,MEVKIK,3,3
27551,HUCBEO,3,3
27552,IKIDEN,2,2
27553,ECOLEQ,3,3
27554,EYICUK,2,2
27555,VIXSOL,3,3
27556,QOHWEQ,2,2
27557,EKURUZ,3,3
27558,XAHYEN,3,3
27559,FIRJEV,3,3
27560,GIZPIQ,2,2
27561,CAYMUO,1,1
27562,PESLEI,1,1
27563,FUJHIB,2,2
27564,ROLPUF,3,3
27565,XUFHIQ,3,3
27566,IQUDEE,3,3
27567,FUPRAM,1,1
27568,YUFZUV,2,2
27569,VAFDIP,2,2
27570,ANAWEU,1,1
27571,HUHDEW,1,1
27572,WOGFEE,3,3
27573,FIQSUT,3,3
27574,DOFWIG,2,2
27575,QAGBIL,2,2
27576,SIBLOF,3,3
27577,OKUXOK,1,1
27578,KIMLOJ,2,2
27579,QAYDOJ,3,3
27580,PEBNEQ,2,2
27581,RUJCUW,3,3
27582,ADUHAL,3,3
27583,BEVJUL,1,1
27584,LIZQAN,3,3
27585,LIFFEN,3,3
27586,HITJAV,1,1
27587,RECXUV,1,1
27588,KAYPEH,2,2
27589,FADNEG,3,3
27590,DIYBAQ,2,2
27591,BUHROM,1,1
27592,ROKGUU,3,3
27593,SIMXOD,2,2
27594,KUCWUB,3,3
27595,WOBGAV,3,3
27596,WAHMAW,1,1
27597,ILOBIU,3,3
27598,HUJBET,3,3
27599,QAPTIM,3,3
27600,HECYEU,2,2
27601,VAYXAU,2,2
27602,KECGEI,1,1
27603,KUYHAP,3,3
27604,MUYSII,3,3
27605,BODDON,3,3
27606,FOVFEE,1,1
27607,XEBVIK,2,2
27608,JAKWEY,3,3
27609,MAYKON,1,1
27610,EVAHIS,1,1
27611,DOWPUB,1,1
27612,NILDIV,2,2
27613,XODPEL,3,3
27614,IZIDIE,3,3
27615,HENRIB,3,3
27616,FEJSIX,2,2
27617,AHOPIX,3,3
27618,AFEZIY,1,1
27619,FAYMAW,2,2
27620,PELNEC,2,2
27621,TIXTAY,1,1
27622,PAYTIV,3,3
27623,BELLOW,3,3
27624,MALBAE,2,2
27625,CICMOT,1,1
27626,SIQXIA,2,2
27627,VONXON,1,1
27628,JAYPEH,3,3
27629,FIWPUW,2,2
27630,YOCNOU,3,3
27631,HEFQIS,3,3
27632,VOJMIR,2,2
27633,DUGVUX,2,2
27634,ZETDEJ,2,2
27635,BIBYOD,3,3
27636,IHOVOR,1,1
27637,LARSEF,1,1
27638,TABXOJ,2,2
27639,ZUBZAX,3,3
27640,SASVEN,2,2
27641,TURSUX,1,1
27642,ROBGUN,1,1
27643,PEDZEH,1,1
27644,FOSYIY,1,1
27645,BARPCZ,3,3
27646,IPAKOZ,2,2
27647,JEMPEA,1,1
27648,DAFXIT,1,1
27649,ETUDUT,3,3
27650,LUZXEL,3,3
27651,OPEKOL,3,3
27652,VOMSAT,3,3
27653,OCUGAU,1,1
27654,KAMSAT,3,3
27655,OTUPEB,1,1
27656,KULHEF,1,1
27657,CECXOB,1,1
27658,XUHMUI,3,3
27659,CUSBOJ,1,1
27660,TIGXOW,1,1
27661,GEGXEX,2,2
27662,HITTIN,3,3
27663,IKISEC,3,3
27664,YIKCIF,2,2
27665,WUPKUP,1,1
27666,UFEDOZ,3,3
27667,JAQTAW,1,1
27668,KUBFIX,3,3
27669,GURZOJ,1,1
27670,ORAJEY,2,2
27671,PUMXIH,1,1
27672,MIJNID,2,2
27673,KEVPAE,3,3
27674,AMIBIJ,2,2
27675,XIXPIG,1,1
27676,QUZPAF,1,1
27677,FETKEY,1,1
27678,EJUKAX,3,3
27679,DEBGAW,1,1
27680,KETMUT,2,2
27681,SABDAB,2,2
27682,GECVUI,3,3
27683,DOMQIH,2,2
27684,BUZBOQ,1,1
27685,DOHNET,3,3
27686,MOJBUJ,2,2
27687,VALDUH,3,3
27688,TERHUU,1,1
27689,CAPVAQ,3,3
27690,XUGREZ,1,1
27691,SIRSES,1,1
27692,MANJOB,1,1
27693,MIFVAZ,2,2
27694,GEJZAZ,1,1
27695,GEVMEZ,3,3
27696,ACITEO,3,3
27697,OVAPOR,3,3
27698,NEZCOM,3,3
27699,ASABIH,3,3
27700,LOMWOB,1,1
27701,XUYXUK,3,3
27702,LICPAP,3,3
27703,LEKJUH,2,2
27704,UYABUU,1,1
27705,KOKVIQ,3,3
27706,NEKFIS,3,3
27707,DAQPAM,2,2
27708,ZAFGEW,1,1
27709,YATBUQ,1,1
27710,DALJIK,3,3
27711,WOKWEY,2,2
27712,AQAXIZ,2,2
27713,POCVAG,3,3
27714,BUQDOI,3,3
27715,KUVPUM,2,2
27716,DIWYUF,3,3
27717,JEFXIB,2,2
27718,RAZFAA,2,2
27719,UHUZIG,3,3
27720,LINYUC,1,1
27721,ADIHEA,3,3
27722,ZOMWIJ,3,3
27723,IWOPIW,1,1
27724,IJOREG,3,3
27725,ACUTAU,2,2
27726,XEFVUA,3,3
27727,IXUPAV,1,1
27728,GUCXOR,2,2
27729,BUCSID,2,2
27730,TIZKOD,2,2
27731,MODYAJ,1,1
27732,NIYTIC,1,1
27733,ZOCWIX,3,3
27734,JABGAV,2,2
27735,ATUMIN,1,1
27736,YIPZAC,1,1
27737,OJEREC,3,3
27738,ZOMYEF,1,1
27739,ZOTXEO,2,2
27740,HUFDER,2,2
27741,DEDDAT,3,3
27742,TULRUO,2,2
27743,HAGHAZ,2,2
27744,IFAYOD,3,3
27745,COTROQ,2,2
27746,WEHGOH,2,2
27747,SASJUR,2,2
27748,VEZBUB,1,1
27749,PIQQIP,3,3
27750,RIFPAX,1,1
27751,KIZTAO,1,1
27752,EDALUQ,1,1
27753,TIXMOG,1,1
27754,GEVCIV,3,3
27755,HIZCIF,3,3
27756,JOQRIQ,2,2
27757,VUCZOJ,3,3
27758,HELQUK,2,2
27759,PEWNAG,3,3
27760,JESZUG,1,1
27761,ONIYOC,1,1
27762,YOBXUI,1,1
27763,EFUWIL,3,3
27764,JOCKAO,3,3
27765,FEGSUI,2,2
27766,NUZXOW,2,2
27767,DUJQOO,2,2
27768,KEWDAU,2,2
27769,WEJHEA,3,3
27770,ESUXUM,1,1
27771,MAGSAP,3,3
27772,WOMTEZ,2,2
27773,LISHOK,2,2
27774,XOPDAJ,2,2
27775,QUZKUT,2,2
27776,PIHNAV,3,3
27777,YATPIV,2,2
27778,JIRPEG,2,2
27779,UVEXIF,1,1
27780,RUNJOC,1,1
27781,QUTGOE,1,1
27782,XUSSUA,3,3
27783,YADZUA,3,3
27784,ADAKID,1,1
27785,XEQRES,3,3
27786,HUQLAH,2,2
27787,IVUFAG,3,3
27788,UZEFUB,2,2
27789,YEKQAJ,2,2
27790,KITJEF,1,1
27791,NOYVUU,3,3
27792,ABOBIE,3,3
27793,ONOJEH,3,3
27794,FONZAJ,2,2
27795,EZIBUK,3,3
27796,ZAFNAV,2,2
27797,FOWBOJ,3,3
27798,LIHCUB,1,1
27799,XERWEZ,3,3
27800,KAVTOU,1,1
27801,DIDSUE,2,2
27802,DIPBOV,1,1
27803,NEBHIP,1,1
27804,BIYRUZ,3,3
27805,HEDWES,3,3
27806,BUCDEJ,2,2
27807,ZUDLUF,3,3
27808,EDABUI,3,3
27809,JIWVIY,1,1
27810,FANYUQ,3,3
27811,NINBEV,1,1
27812,KUTXUV,1,1
27813,XIWXUZ,3,3
27814,CEGQUA,1,1
27815,ZITFIR,2,2
27816,RELYAI,2,2
27817,WOSLEX,3,3
27818,REPNEI,2,2
27819,OYOCIP,2,2
27820,FIWBES,3,3
27821,RERFIF,3,3
27822,FEQCEK,1,1
27823,TOQZIK,3,3
27824,EQOCEV,1,1
27825,UNONIV,3,3
27826,HUCROP,1,1
27827,RISYAX,1,1
27828,BIBPIM,3,3
27829,VULGIV,1,1
27830,DEXJEV,3,3
27831,KOWXOL,3,3
27832,VOLNER,3,3
27833,ROGMOP,2,2
27834,DUGSEF,3,3
27835,UHAGIW,1,1
27836,YAMXOA,3,3
27837,QIFWAF,3,3
27838,KIGWIK,1,1
27839,ZUQGAV,3,3
27840,ELETOH,1,1
27841,LIHQIE,3,3
27842,RIDVOP,3,3
27843,TUKNIY,3,3
27844,TIYWOO,2,2
27845,LODGEQ,3,3
27846,WOMSOH,1,1
27847,MELFOB,1,1
27848,CABVIM,3,3
27849,VODDOI,2,2
27850,QAYDAV,3,3
27851,MOQPAJ,3,3
27852,CAZMEX,3,3
27853,RIKLAA,1,1
27854,YOSVOR,3,3
27855,YUSSUA,2,2
27856,EZACOA,1,1
27857,LAQQOJ,2,2
27858,TOMZON,3,3
27859,KEPQUV,1,1
27860,UQUKIB,3,3
27861,FETNUP,2,2
27862,VALJUP,3,3
27863,YOFHAC,3,3
27864,ARONIE,2,2
27865,TAWXEW,3,3
27866,LIQNAC,3,3
27867,DUDQAV,1,1
27868,MURBEH,3,3
27869,QAHQAT,3,3
27870,WAVBAX,3,3
27871,VIQCEH,1,1
27872,XATYOH,2,2
27873,RUZNOQ,1,1
27874,DORXUG,1,1
27875,PIYREU,2,2
27876,COHBAC,2,2
27877,NEQRAD,2,2
27878,VUPWIO,2,2
27879,XEFSEH,2,2
27880,FOLKAS,3,3
27881,KINWIP,3,3
27882,GIYLIM,3,3
27883,CERSID,2,2
27884,DUHWAG,1,1
27885,YAMQEK,2,2
27886,QEFBAG,3,3
27887,KEGBIJ,1,1
27888,PAXPAF,2,2
27889,KIHQUN,3,3
27890,IPTBNI,3,3
27891,GAWXUX,2,2
27892,IZAGEW,3,3
27893,PEVTAO,1,1
27894,EBUJIU,1,1
27895,CAZQUS,2,2
27896,KALGOX,1,1
27897,RATVIS,3,3
27898,NICWAY,3,3
27899,EDOGIQ,1,1
27900,VUCZAV,2,2
27901,YEDKOL,1,1
27902,VIQMIS,3,3
27903,SUTPED,3,3
27904,BUNQAE,3,3
27905,JILCUC,2,2
27906,QEQZOB,3,3
27907,CEZBUE,3,3
27908,LUNKIP,2,2
27909,WISBAE,2,2
27910,FIJQEW,2,2
27911,DAHXER,3,3
27912,MUYTAD,3,3
27913,GAWZOT,1,1
27914,COJJOD,3,3
27915,VULNAT,3,3
27916,GIFGAE,3,3
27917,QICJUI,1,1
27918,NELQEC,3,3
27919,CETYAE,1,1
27920,SOTNIZ,3,3
27921,EZOSIX,3,3
27922,YEPMUE,2,2
27923,KURNOC,2,2
27924,ZAGVUY,2,2
27925,GIPKOG,1,1
27926,UHOBUO,2,2
27927,KUHSAJ,2,2
27928,WUPGOD,3,3
27929,ESIJAS,1,1
27930,KERWUB,1,1
27931,LIRLED,2,2
27932,YOCGIK,1,1
27933,WECHIY,3,3
27934,HAKNOW,1,1
27935,MIDPOE,3,3
27936,HUBSUV,1,1
27937,CEMQIY,1,1
27938,REKGIX,1,1
27939,DANBIG,3,3
27940,IHEHUY,1,1
27941,JECNAH,1,1
27942,SOXVAD,3,3
27943,QEPGEX,3,3
27944,VIDTAD,1,1
27945,SOBRAD,3,3
27946,DUHGES,1,1
27947,TEHYAH,2,2
27948,XAFKUO,1,1
27949,ODUREM,2,2
27950,NACHOP,1,1
27951,VAXYUO,2,2
27952,PRZBAG,3,3
27953,KUJREP,1,1
27954,PUWWUZ,1,1
27955,UHEKAU,3,3
27956,HEYDEW,2,2
27957,XAGDAM,3,3
27958,FEGVEW,1,1
27959,LITQOW,2,2
27960,RATQOU,3,3
27961,YOCPIQ,3,3
27962,WURFIA,2,2
27963,KILTUY,1,1
27964,CIXJAU,2,2
27965,JOMLIG,3,3
27966,HECYIA,2,2
27967,FAWZOT,3,3
27968,ALPHNI,3,3
27969,TEGVUX,2,2
27970,OJAPOF,2,2
27971,PUNTOH,3,3
27972,JEGLEQ,1,1
27973,YAMMUW,3,3
27974,KACMEJ,1,1
27975,RIRCOL,2,2
27976,OBULED,2,2
27977,HOLVOW,3,3
27978,VOYPIK,1,1
27979,DOXQAJ,3,3
27980,EDAYAL,3,3
27981,WEPRAM,1,1
27982,TOJJIL,3,3
27983,NOKJAA,3,3
27984,SABTIB,3,3
27985,CASTIB,3,3
27986,OCUGOI,3,3
27987,SUCFEE,1,1
27988,KAKYEA,3,3
27989,GOJQON,3,3
27990,HUTTIZ,3,3
27991,ELESIY,3,3
27992,RAQYAL,3,3
27993,TIGXAK,3,3
27994,PIHLUQ,3,3
27995,CORHOG,1,1
27996,TEMHAX,3,3
27997,JOGPEC,3,3
27998,COQMON,3,3
27999,WIWWEF,1,1
28000,RUFWEU,2,2
28001,TENTOX,2,2
28002,NIMWAK,3,3
28003,JALWID,1,1
28004,HOWXEW,3,3
28005,AHOLUG,2,2
28006,KEYSOA,1,1
28007,BOHREW,3,3
28008,WIWKUL,1,1
28009,IBAJAX,2,2
28010,MIBTIA,1,1
28011,PIWLOA,1,1
28012,EYAYUY,3,3
28013,TARWOA,3,3
28014,TOJJIM,3,3
28015,PEXSER,3,3
28016,QAYJOS,2,2
28017,QITWEX,3,3
28018,FIWLII,3,3
28019,SODXIS,3,3
28020,ATUZEV,3,3
28021,WULNAU,3,3
28022,IYECIB,1,1
28023,JAZROR,2,2
28024,SOQHIQ,2,2
28025,GEMZON,2,2
28026,LOLSEL,1,1
28027,MIDNET,2,2
28028,LANQUM,1,1
28029,QIFGES,1,1
28030,PORMAK,1,1
28031,HODLAN,3,3
28032,ZUJGES,1,1
28033,SALDNI,3,3
28034,XOCGIJ,1,1
28035,XIKHUU,3,3
28036,VIBYOU,2,2
28037,GIGSAT,1,1
28038,MIRLEE,3,3
28039,TUXDEX,1,1
28040,XOSCUE,3,3
28041,KOLXIV,3,3
28042,NIPMIL,3,3
28043,WENDAV,1,1
28044,KILHES,1,1
28045,GELLUE,3,3
28046,KOHTAC,1,1
28047,CEXDUG,3,3
28048,PAFXIE,3,3
28049,WISYUV,3,3
28050,EZIYAO,3,3
28051,SOWRED,2,2
28052,QAVNIM,3,3
28053,BUTYUL,1,1
28054,RODXIS,3,3
28055,TAWHAB,2,2
28056,DUFWAC,1,1
28057,JOPFEC,3,3
28058,PITWEX,3,3
28059,GERHIX,1,1
28060,TUTLIE,1,1
28061,CETYAD,3,3
28062,GEZLOO,2,2
28063,MUGKIJ,3,3
28064,IPIVIN,3,3
28065,GOJSUT,3,3
28066,FIJFEL,3,3
28067,HOWVIZ,3,3
28068,PIDHOZ,3,3
28069,MUZHOE,3,3
28070,IBECUP,2,2
28071,FESBAG,3,3
28072,CIRVOO,3,3
28073,IDOSEZ,2,2
28074,SUHGAE,3,3
28075,JULMUY,1,1
28076,VUCTOD,3,3
28077,KAJMEP,3,3
28078,UGEQAZ,2,2
28079,TAHZEK,1,1
28080,OLOPEL,3,3
28081,QEGVAA,2,2
28082,QUPBOS,1,1
28083,RATQOT,2,2
28084,UGEXIO,3,3
28085,FEXSAE,1,1
28086,COXMOT,2,2
28087,EPUKIK,3,3
28088,QAPZIT,1,1
28089,UHEKAT,1,1
28090,VEZLUL,1,1
28091,HAKYOL,1,1
28092,PUNVUR,3,3
28093,FAPSEV,2,2
28094,GUHYEN,1,1
28095,DAGPUZ,2,2
28096,NACFAB,3,3
28097,KEVYER,3,3
28098,QUZYEQ,3,3
28099,IGUHAV,3,3
28100,RIDCUG,1,1
28101,OPIDIB,1,1
28102,FEMZON,3,3
28103,LIXYAT,2,2
28104,EKADEZ,1,1
28105,ZOLZIN,1,1
28106,HOVGUW,3,3
28107,BAVWUT,3,3
28108,QEWLUA,3,3
28109,TAMRIM,1,1
28110,JOHMOJ,1,1
28111,HICRAN,3,3
28112,JAVVUX,3,3
28113,GACYIV,1,1
28114,CEBKEA,3,3
28115,ORUGAK,3,3
28116,WOFRIW,1,1
28117,VAGPEB,2,2
28118,LEPXAI,3,3
28119,PUTGOD,1,1
28120,FUBRIG,1,1
28121,ROJFAY,2,2
28122,OKAPUL,1,1
28123,EKEQAN,2,2
28124,MESMEC,1,1
28125,FEHLIO,2,2
28126,RALDOZ,1,1
28127,COCDAZ,2,2
28128,MECKAH,1,1
28129,WUVJAB,1,1
28130,VIVTEZ,2,2
28131,BAMGUS,2,2
28132,LIHQID,2,2
28133,FOPWUC,2,2
28134,OFUFIE,3,3
28135,FAMYID,3,3
28136,GAMKUC,3,3
28137,YIMKUA,3,3
28138,VOJMEP,3,3
28139,HEFQEQ,2,2
28140,PAXPAG,2,2
28141,QOZBUE,1,1
28142,EHEYEX,2,2
28143,FERXOS,3,3
28144,SANBOY,3,3
28145,WUXMEI,1,1
28146,HORWOA,1,1
28147,COLYIM,3,3
28148,VOGFIG,3,3
28149,XECRAZ,3,3
28150,WODFUS,3,3
28151,VIDSEK,1,1
28152,ODAJUB,2,2
28153,JIGWIJ,1,1
28154,SEZBOP,2,2
28155,TUQCAM,1,1
28156,BUTNUA,2,2
28157,IROHON,3,3
28158,KUPFAE,3,3
28159,GOSGOK,3,3
28160,AROGAQ,2,2
28161,OSEJOM,3,3
28162,QONFUW,3,3
28163,NARDAM,1,1
28164,ROFPEK,1,1
28165,ESITIJ,1,1
28166,TOPKUG,3,3
28167,IDEHOO,2,2
28168,CAQRIW,3,3
28169,GUXVIG,3,3
28170,OWIQAN,3,3
28171,NASKUO,3,3
28172,AFEJAX,3,3
28173,SIGDOB,3,3
28174,LIYJEJ,2,2
28175,ACAWIK,1,1
28176,DIQCUF,1,1
28177,REHKAR,2,2
28178,QEWGEG,3,3
28179,VEFGAP,1,1
28180,MIBQUK,3,3
28181,SABQUI,2,2
28182,JIBVOF,3,3
28183,QINZOE,2,2
28184,ONOJEI,2,2
28185,AVOZOC,3,3
28186,GETNUQ,3,3
28187,ICEZAR,1,1
28188,LECROA,2,2
28189,YOKDIL,3,3
28190,EKEVEW,2,2
28191,CAKVIW,3,3
28192,REXZEC,3,3
28193,NICNOF,3,3
28194,NEFDAD,1,1
28195,IGAKEJ,2,2
28196,NUKDIJ,1,1
28197,BOHKIW,1,1
28198,QOTBUW,1,1
28199,CAPHEK,1,1
28200,ZUSVAN,1,1
28201,LUGREK,3,3
28202,PONDOL,1,1
28203,OYAZEU,2,2
28204,FUQQOZ,2,2
28205,ANAWIW,1,1
28206,WODTIT,3,3
28207,MOQKUY,2,2
28208,HEKHUA,1,1
28209,TAFJAM,2,2
28210,REPYER,3,3
28211,FOJFOB,2,2
28212,MENYAI,2,2
28213,KETQIJ,2,2
28214,WOLPOC,1,1
28215,WIZYUZ,1,1
28216,FEHBEC,3,3
28217,GAJGAB,1,1
28218,XARZOJ,1,1
28219,EQIPAW,3,3
28220,UWIWUT,3,3
28221,EPAVEX,3,3
28222,EXUSAS,2,2
28223,HADZOC,3,3
28224,YOKZAC,2,2
28225,XIZFAR,1,1
28226,OZALIL,3,3
28227,ROBBEQ,2,2
28228,VEWRAR,3,3
28229,GITNOQ,1,1
28230,SUCVAP,2,2
28231,DULPUV,2,2
28232,OHEHEP,3,3
28233,OFOBEQ,2,2
28234,JURBUV,2,2
28235,SASJUS,2,2
28236,TEWREU,3,3
28237,BENHUY,2,2
28238,MILMIF,1,1
28239,AJILUB,3,3
28240,MOWTIE,1,1
28241,HUYVAZ,3,3
28242,VEXHAH,1,1
28243,LUTHAK,3,3
28244,LURLEQ,1,1
28245,SAFMUK,3,3
28246,KIKHIY,3,3
28247,HESHAR,1,1
28248,WIQMEQ,2,2
28249,QORCAD,2,2
28250,ZACJUM,1,1
28251,TASZOD,1,1
28252,WUCXUP,3,3
28253,IDAMAD,3,3
28254,FEXDOC,3,3
28255,MAJFEI,2,2
28256,BIVCEP,3,3
28257,VUDMOX,1,1
28258,JOHMAV,3,3
28259,EBOYEZ,1,1
28260,PODZUG,2,2
28261,AYAGEM,2,2
28262,TUPYAE,2,2
28263,XAGTIL,2,2
28264,ZIXGAO,2,2
28265,QIRMEN,1,1
28266,MASLUQ,3,3
28267,MUFHEC,1,1
28268,IXEHOL,1,1
28269,UXICUB,3,3
28270,DENZUU,2,2
28271,KUPDUU,2,2
28272,CERDEK,2,2
28273,JODBIR,1,1
28274,ISUYAX,3,3
28275,DUFNAV,3,3
28276,MIDNIW,3,3
28277,YILQUI,1,1
28278,BIQTEC,1,1
28279,QOCVAF,3,3
28280,XAWGUY,3,3
28281,NIWFUW,2,2
28282,WANNAB,3,3
28283,VACBIL,2,2
28284,EQEFIQ,3,3
28285,VAYQIV,3,3
28286,BAPMUB,3,3
28287,IHOCUE,2,2
28288,OMEGOF,1,1
28289,SUKWUQ,2,2
28290,GIRMAY,3,3
28291,QARLAW,1,1
28292,HIKDUB,3,3
28293,MUTHAK,3,3
28294,MUMGOQ,2,2
28295,BESYOQ,3,3
28296,OJOWEP,2,2
28297,WUDMOX,2,2
28298,MOHVIO,3,3
28299,POGSAF,3,3
28300,FEVTIM,3,3
28301,WENDOJ,1,1
28302,XIXPIF,2,2
28303,EJOVOP,2,2
28304,NUBMOO,2,2
28305,ADERUZ,2,2
28306,IHIRIA,2,2
28307,EQODOE,2,2
28308,IKISEB,3,3
28309,EKEVIC,1,1
28310,UDIXOX,2,2
28311,COGVOK,2,2
28312,OFIVEH,3,3
28313,NECRIY,3,3
28314,LEMRAX,2,2
28315,ZEZDEN,3,3
28316,MIFHIT,2,2
28317,UJUPOH,1,1
28318,GEQZEH,2,2
28319,KARVEF,1,1
28320,RECDEK,3,3
28321,QIWWUO,1,1
28322,KEGLIS,3,3
28323,BEMHIM,3,3
